Date of Purchase,Date of Install,User Segment,Item-Purchased,Session Time,Level Reached,Prior Purchases,Purchase Type,Promo Applied,Price (₹),Days Installed Before Last Purchase
2023-02-13,2023-02-11,0,9,141,3,1,0,0,580,2
2023-02-01,2023-01-10,0,1,102,32,3,0,0,88,22
2023-01-31,2023-01-30,0,8,14,2,5,1,0,496,1
2023-02-06,2023-01-18,0,6,120,27,3,0,0,149,19
2023-01-29,2023-01-24,2,9,116,5,15,0,0,635,5
2023-01-27,2022-12-31,0,5,125,38,3,0,0,73,27
2023-02-01,2023-01-27,2,8,167,38,11,1,0,498,5
2023-01-30,2023-01-26,0,9,119,21,2,0,0,609,4
2023-01-25,2023-01-20,1,8,91,11,2,1,0,425,5
2023-02-09,2023-01-23,0,3,23,1,5,0,0,213,17
2023-02-09,2023-01-17,0,7,134,29,4,0,0,280,23
2023-01-27,2023-01-03,2,2,26,27,1,0,1,357,24
2023-01-23,2023-01-20,1,3,147,1,11,0,0,208,3
2023-02-05,2023-01-30,0,2,52,39,5,0,1,468,6
2023-02-14,2023-02-06,0,1,91,13,1,0,1,92,8
2023-02-09,2023-01-13,0,2,102,26,0,0,0,452,27
2023-02-08,2023-01-21,0,4,9,17,2,1,1,806,18
2023-02-12,2023-01-15,0,5,76,12,1,0,1,49,28
2023-01-22,2022-12-31,0,5,58,33,0,0,1,62,22
2023-02-14,2023-01-29,0,6,169,37,4,0,0,228,16
2023-02-11,2023-02-08,1,5,56,25,11,0,0,75,3
2023-02-04,2023-01-10,0,7,79,16,0,0,0,221,25
2023-01-28,2023-01-23,0,2,175,14,3,0,1,405,5
2023-02-03,2023-01-08,1,0,77,36,4,0,0,129,26
2023-02-08,2023-02-06,0,4,75,9,1,1,1,906,2
2023-01-20,2022-12-25,0,1,117,12,4,0,1,87,26
2023-02-05,2023-01-24,1,8,71,18,14,1,0,577,12
2023-01-16,2023-01-12,1,4,71,9,12,1,0,879,4
2023-02-02,2023-01-10,0,9,92,6,0,0,0,672,23
2023-01-28,2023-01-04,0,0,93,14,4,0,1,107,24
2023-01-18,2023-01-16,0,0,103,37,5,0,0,170,2
2023-02-05,2023-01-25,0,3,43,9,4,0,1,200,11
2023-02-03,2023-01-18,0,3,28,22,0,0,1,248,16
2023-02-10,2023-01-28,1,5,54,15,13,0,0,83,13
2023-01-17,2023-01-04,2,0,106,3,1,0,1,144,13
2023-01-29,2023-01-04,0,3,16,37,4,0,0,232,25
2023-02-14,2023-01-23,1,7,176,15,5,0,1,255,22
2023-02-08,2023-01-31,0,2,68,20,2,0,0,467,8
2023-01-15,2022-12-20,0,4,116,8,5,1,0,825,26
2023-01-19,2023-01-02,1,3,180,24,0,0,0,200,17
2023-01-15,2023-01-06,0,6,44,22,3,0,1,209,9
2023-01-28,2023-01-04,2,1,168,29,13,0,1,85,24
2023-01-16,2023-01-01,1,2,174,26,3,0,1,446,15
2023-02-09,2023-02-02,2,6,129,17,4,0,0,162,7
2023-02-08,2023-01-31,2,3,30,16,5,0,0,213,8
2023-02-04,2023-01-16,0,7,44,31,5,0,0,262,19
2023-01-23,2023-01-10,2,9,8,11,10,0,0,614,13
2023-02-11,2023-02-02,2,1,151,33,13,0,0,85,9
2023-02-08,2023-01-31,0,8,143,19,4,1,0,507,8
2023-02-09,2023-01-21,0,5,52,32,2,0,0,72,19
2023-02-01,2023-01-20,0,7,31,22,2,0,1,237,12
2023-01-29,2023-01-19,0,2,44,39,3,0,0,419,10
2023-02-02,2023-01-06,0,6,120,27,1,0,1,211,27
2023-01-31,2023-01-15,0,1,33,4,0,0,0,87,16
2023-02-14,2023-02-07,1,1,21,40,12,0,1,95,7
2023-02-11,2023-01-29,0,7,128,33,2,0,0,286,13
2023-02-10,2023-01-20,1,1,134,9,3,0,1,93,21
2023-02-07,2023-02-06,0,1,96,37,5,0,1,79,1
2023-02-14,2023-02-11,0,2,89,32,0,0,0,388,3
2023-01-16,2023-01-04,2,0,86,34,8,0,0,109,12
2023-02-08,2023-01-27,0,3,117,13,3,0,1,203,12
2023-01-22,2023-01-08,0,5,37,8,2,0,0,89,14
2023-01-16,2023-01-09,0,0,94,21,2,0,0,99,7
2023-01-28,2023-01-01,0,8,101,22,3,1,1,574,27
2023-02-08,2023-01-11,1,4,95,12,5,1,0,916,28
2023-02-09,2023-01-18,0,2,77,33,4,0,0,486,22
2023-02-06,2023-01-31,0,6,28,32,2,0,0,233,6
2023-01-25,2023-01-24,0,3,119,14,1,0,0,237,1
2023-02-10,2023-01-22,0,0,42,34,0,0,0,147,19
2023-01-30,2023-01-23,2,3,124,38,11,0,1,224,7
2023-01-18,2022-12-21,0,4,151,29,4,1,1,824,28
2023-01-22,2023-01-10,0,0,31,23,1,0,0,129,12
2023-02-05,2023-01-25,0,1,150,40,5,0,0,83,11
2023-01-27,2023-01-13,0,4,69,2,4,1,0,850,14
2023-02-07,2023-01-14,0,2,143,19,4,0,1,419,24
2023-01-17,2023-01-06,0,4,145,7,2,1,0,864,11
2023-01-28,2023-01-24,0,2,100,37,5,0,1,445,4
2023-01-25,2023-01-03,1,7,113,32,8,0,0,289,22
2023-01-23,2023-01-01,0,1,117,16,1,0,0,89,22
2023-01-19,2023-01-15,0,1,77,38,1,0,1,91,4
2023-01-31,2023-01-01,0,6,143,20,4,0,0,238,30
2023-01-16,2022-12-27,0,2,121,24,3,0,0,435,20
2023-01-19,2023-01-18,0,8,167,22,4,1,0,483,1
2023-02-12,2023-02-02,1,7,73,26,12,0,0,266,10
2023-02-09,2023-01-13,0,6,75,7,0,0,0,213,27
2023-01-21,2023-01-18,0,9,158,21,2,0,1,522,3
2023-02-10,2023-01-20,1,0,55,17,2,0,0,171,21
2023-01-27,2023-01-26,0,0,160,21,0,0,1,162,1
2023-01-21,2022-12-28,0,3,50,34,4,0,1,226,24
2023-02-05,2023-01-09,0,4,64,12,5,1,1,927,27
2023-01-23,2022-12-31,0,9,13,8,0,0,0,646,23
2023-02-12,2023-01-24,0,0,180,37,0,0,0,150,19
2023-02-08,2023-01-28,0,8,137,7,1,1,1,494,11
2023-01-23,2023-01-15,0,9,88,8,0,0,1,587,8
2023-01-22,2023-01-21,0,5,98,28,1,0,1,58,1
2023-01-17,2022-12-19,0,0,96,39,5,0,0,143,29
2023-01-18,2022-12-21,1,0,131,13,6,0,0,193,28
2023-02-12,2023-02-08,2,6,38,4,14,0,0,160,4
2023-02-10,2023-01-28,0,4,29,33,1,1,0,965,13
2023-01-27,2023-01-25,1,2,52,34,6,0,0,449,2
2023-01-16,2023-01-07,1,6,152,21,1,0,0,200,9
2023-01-29,2023-01-12,0,2,54,16,3,0,1,358,17
2023-01-18,2023-01-16,0,8,107,39,1,1,0,539,2
2023-01-26,2023-01-12,1,8,79,25,1,1,0,540,14
2023-01-20,2022-12-26,1,7,109,15,7,0,0,252,25
2023-01-24,2023-01-16,0,9,93,4,2,0,1,509,8
2023-01-16,2023-01-03,2,4,127,38,3,1,0,845,13
2023-01-20,2023-01-11,0,1,63,35,1,0,0,93,9
2023-01-22,2023-01-01,0,5,150,39,0,0,1,93,21
2023-01-23,2023-01-09,0,0,113,29,0,0,1,144,14
2023-02-11,2023-01-17,1,2,115,10,2,0,1,497,25
2023-01-26,2023-01-02,0,1,98,8,1,0,0,94,24
2023-02-01,2023-01-24,0,9,57,10,4,0,0,516,8
2023-01-30,2022-12-31,1,7,125,35,9,0,1,284,30
2023-02-10,2023-02-06,1,7,117,27,6,0,1,278,4
2023-02-05,2023-01-21,0,6,47,22,4,0,0,228,15
2023-01-29,2023-01-26,1,1,11,27,7,0,0,99,3
2023-01-29,2023-01-19,1,7,140,6,12,0,0,212,10
2023-01-18,2023-01-01,0,7,162,37,2,0,0,217,17
2023-02-06,2023-01-25,1,1,166,18,2,0,0,85,12
2023-02-08,2023-01-11,0,2,13,11,4,0,0,422,28
2023-02-13,2023-01-30,2,6,113,35,11,0,0,156,14
2023-02-14,2023-02-08,0,2,110,18,5,0,1,383,6
2023-01-16,2022-12-19,1,2,41,38,9,0,0,370,28
2023-02-09,2023-01-25,0,1,147,31,2,0,1,83,15
2023-01-27,2023-01-12,0,7,55,7,3,0,0,224,15
2023-02-04,2023-01-07,0,3,120,28,4,0,0,221,28
2023-02-05,2023-01-29,0,3,81,21,4,0,0,241,7
2023-02-06,2023-01-28,0,8,139,8,1,1,1,446,9
2023-01-15,2022-12-24,0,0,76,28,1,0,1,116,22
2023-02-10,2023-01-12,0,8,142,19,1,1,0,505,29
2023-02-11,2023-01-28,0,2,44,27,4,0,0,482,14
2023-02-06,2023-01-16,0,9,12,4,1,0,1,680,21
2023-02-02,2023-01-07,1,4,53,6,0,1,1,902,26
2023-02-07,2023-01-25,0,3,179,18,4,0,0,239,13
2023-02-05,2023-01-21,0,5,133,13,5,0,0,84,15
2023-01-25,2023-01-09,0,0,148,7,3,0,0,120,16
2023-01-16,2023-01-05,1,8,113,28,3,1,0,553,11
2023-01-16,2022-12-30,0,7,98,23,5,0,1,257,17
2023-02-11,2023-01-30,0,6,179,24,1,0,0,149,12
2023-01-19,2022-12-27,1,8,69,18,12,1,0,543,23
2023-01-26,2023-01-14,1,8,109,22,13,1,1,498,12
2023-01-31,2023-01-25,0,9,135,6,5,0,0,676,6
2023-01-24,2023-01-04,0,7,35,1,2,0,0,246,20
2023-02-03,2023-01-28,0,2,21,18,3,0,0,401,6
2023-01-15,2022-12-23,0,9,85,10,0,0,0,529,23
2023-02-10,2023-01-27,0,2,98,39,3,0,0,448,14
2023-02-07,2023-01-12,0,0,19,19,2,0,1,127,26
2023-02-06,2023-01-24,1,1,34,36,7,0,0,91,13
2023-02-08,2023-01-18,0,2,43,15,1,0,0,485,21
2023-02-03,2023-01-30,0,4,117,18,0,1,0,952,4
2023-01-17,2022-12-22,0,4,166,26,1,1,0,963,26
2023-01-19,2023-01-07,1,2,48,35,1,0,1,383,12
2023-02-10,2023-01-15,0,9,138,6,3,0,0,689,26
2023-01-20,2023-01-17,0,4,128,33,4,1,0,956,3
2023-02-11,2023-01-13,1,3,36,13,8,0,0,226,29
2023-01-29,2023-01-13,0,7,136,37,5,0,0,265,16
2023-01-29,2023-01-21,0,3,41,26,1,0,1,236,8
2023-01-19,2022-12-20,1,8,149,7,15,1,1,548,30
2023-01-24,2023-01-14,0,3,51,3,0,0,1,227,10
2023-02-11,2023-01-24,0,8,107,32,2,1,0,399,18
2023-02-10,2023-02-08,2,1,69,14,10,0,0,87,2
2023-01-15,2022-12-19,0,2,108,16,2,0,0,403,27
2023-01-29,2023-01-02,2,2,161,29,10,0,1,374,27
2023-01-20,2022-12-25,1,3,31,4,13,0,0,238,26
2023-01-28,2023-01-03,0,1,84,32,5,0,0,97,25
2023-01-19,2022-12-29,0,7,142,31,0,0,1,214,21
2023-02-05,2023-01-30,1,8,169,20,8,1,0,596,6
2023-02-04,2023-01-27,0,7,104,31,4,0,1,296,8
2023-02-13,2023-02-04,0,3,21,40,0,0,1,233,9
2023-01-16,2023-01-13,0,1,132,28,2,0,1,83,3
2023-01-24,2023-01-01,0,0,174,18,5,0,1,169,23
2023-01-15,2022-12-17,0,6,141,37,0,0,0,239,29
2023-01-21,2023-01-13,1,0,165,5,4,0,0,121,8
2023-02-13,2023-02-04,0,0,131,1,1,0,0,165,9
2023-01-31,2023-01-28,2,0,47,4,4,0,0,180,3
2023-01-28,2023-01-10,0,0,75,39,5,0,0,123,18
2023-02-11,2023-01-20,0,8,92,37,3,1,0,472,22
2023-01-31,2023-01-03,0,5,165,21,5,0,0,93,28
2023-01-20,2023-01-13,0,8,147,38,3,1,0,518,7
2023-02-04,2023-01-13,1,4,55,9,14,1,0,825,22
2023-02-03,2023-01-17,2,8,159,6,11,1,0,415,17
2023-01-30,2023-01-26,0,3,28,13,1,0,0,200,4
2023-02-11,2023-01-19,0,4,30,13,0,1,0,811,23
2023-02-09,2023-01-16,0,2,104,3,2,0,0,417,24
2023-02-02,2023-01-03,0,2,53,25,3,0,0,424,30
2023-01-29,2023-01-15,1,8,130,20,8,1,0,429,14
2023-01-31,2023-01-11,0,6,141,28,1,0,0,161,20
2023-02-01,2023-01-11,0,0,61,27,4,0,1,128,21
2023-01-15,2023-01-01,0,6,61,32,4,0,1,238,14
2023-02-11,2023-01-15,0,0,12,29,0,0,1,125,27
2023-01-30,2023-01-20,1,1,76,27,11,0,1,99,10
2023-02-05,2023-01-07,0,6,46,34,5,0,0,172,29
2023-02-04,2023-01-22,1,4,14,7,15,1,1,886,13
2023-01-31,2023-01-11,0,4,177,22,2,1,0,855,20
2023-01-26,2023-01-13,1,7,166,24,1,0,1,227,13
2023-01-31,2023-01-10,0,3,33,23,2,0,1,245,21
2023-01-29,2023-01-28,0,9,158,15,4,0,1,571,1
2023-01-16,2022-12-22,0,7,104,20,1,0,0,226,25
2023-01-16,2023-01-09,0,2,156,31,4,0,0,478,7
2023-01-29,2023-01-23,0,6,30,20,0,0,0,227,6
2023-01-15,2022-12-26,2,7,70,8,7,0,0,251,20
2023-01-25,2023-01-04,1,1,13,16,0,0,1,85,21
2023-02-09,2023-01-15,1,3,104,32,15,0,1,219,25
2023-01-15,2023-01-07,2,8,82,10,13,1,0,581,8
2023-02-02,2023-01-07,0,4,42,2,5,1,0,871,26
2023-01-30,2023-01-19,1,3,112,4,14,0,0,209,11
2023-02-09,2023-01-18,1,7,170,27,3,0,1,220,22
2023-01-21,2023-01-02,0,3,75,32,2,0,0,231,19
2023-01-22,2023-01-19,2,8,99,9,2,1,0,560,3
2023-01-28,2023-01-27,0,1,5,40,4,0,0,88,1
2023-01-17,2023-01-06,2,7,78,19,3,0,0,286,11
2023-02-03,2023-01-20,0,0,104,39,2,0,1,166,14
2023-01-27,2023-01-16,0,3,101,28,1,0,0,238,11
2023-02-12,2023-02-02,0,3,128,35,0,0,0,208,10
2023-01-25,2023-01-12,0,5,24,19,5,0,1,92,13
2023-02-03,2023-01-05,1,0,120,4,12,0,1,125,29
2023-02-02,2023-01-09,1,8,97,26,0,1,1,541,24
2023-01-31,2023-01-13,1,7,133,23,15,0,0,234,18
2023-02-08,2023-02-05,1,8,151,11,2,1,1,486,3
2023-02-05,2023-01-18,0,6,74,40,0,0,0,225,18
2023-01-27,2023-01-14,0,4,173,37,0,1,1,907,13
2023-02-04,2023-01-21,1,3,6,30,9,0,0,225,14
2023-01-16,2023-01-07,1,7,144,28,0,0,0,253,9
2023-01-17,2022-12-31,0,2,45,23,0,0,0,465,17
2023-01-22,2023-01-17,1,2,153,6,6,0,0,363,5
2023-01-17,2023-01-15,0,9,144,30,2,0,1,516,2
2023-02-02,2023-01-07,0,9,117,22,0,0,0,637,26
2023-01-28,2023-01-21,0,7,50,34,1,0,0,294,7
2023-01-22,2023-01-13,0,5,119,25,1,0,0,62,9
2023-02-09,2023-02-02,1,2,165,36,5,0,0,392,7
2023-02-07,2023-01-28,1,9,173,38,5,0,0,611,10
2023-02-04,2023-01-06,0,4,146,12,3,1,0,803,29
2023-02-10,2023-01-24,0,1,91,34,2,0,1,96,17
2023-02-12,2023-02-11,0,1,55,22,4,0,0,96,1
2023-01-30,2023-01-16,2,8,162,5,6,1,0,572,14
2023-02-04,2023-02-01,1,3,64,15,10,0,1,238,3
2023-02-07,2023-01-16,1,5,164,29,15,0,1,59,22
2023-02-03,2023-01-31,1,6,58,33,0,0,0,177,3
2023-02-02,2023-01-26,1,0,108,33,3,0,0,136,7
2023-02-02,2023-01-18,0,5,26,24,0,0,1,70,15
2023-01-22,2023-01-12,0,4,152,27,4,1,0,808,10
2023-02-04,2023-01-18,0,3,33,5,3,0,0,228,17
2023-01-18,2022-12-29,1,2,82,6,11,0,0,398,20
2023-01-20,2023-01-13,0,5,17,32,1,0,0,96,7
2023-02-11,2023-01-13,1,0,128,11,10,0,0,170,29
2023-02-14,2023-02-08,0,3,83,37,3,0,0,216,6
2023-01-22,2023-01-20,0,7,19,19,5,0,1,227,2
2023-01-25,2023-01-11,0,9,167,7,1,0,1,556,14
2023-02-04,2023-01-21,1,5,129,6,15,0,1,87,14
2023-01-18,2023-01-08,0,3,17,25,4,0,0,243,10
2023-02-07,2023-01-15,0,8,16,32,0,1,0,589,23
2023-02-07,2023-01-25,0,6,56,39,4,0,1,211,13
2023-01-17,2022-12-27,0,2,163,39,5,0,0,361,21
2023-02-01,2023-01-23,0,2,60,13,5,0,1,434,9
2023-01-21,2023-01-03,0,6,70,16,3,0,0,155,18
2023-01-26,2023-01-17,1,4,127,18,0,1,0,969,9
2023-02-05,2023-01-20,2,4,116,4,3,1,0,902,16
2023-01-21,2022-12-31,0,4,40,23,1,1,1,954,21
2023-02-03,2023-01-18,1,2,61,40,13,0,0,468,16
2023-01-20,2023-01-06,0,0,128,23,1,0,0,183,14
2023-02-02,2023-01-19,1,0,54,16,14,0,0,166,14
2023-02-08,2023-02-06,0,9,103,26,5,0,0,576,2
2023-01-20,2022-12-23,0,9,102,15,5,0,1,613,28
2023-01-21,2023-01-03,0,3,37,5,5,0,0,199,18
2023-01-21,2022-12-28,1,4,136,9,13,1,1,930,24
2023-02-07,2023-02-03,1,0,26,11,12,0,1,113,4
2023-01-20,2022-12-30,1,3,168,35,12,0,0,221,21
2023-02-05,2023-02-01,1,9,88,40,14,0,0,636,4
2023-01-22,2022-12-28,2,3,136,11,3,0,0,229,25
2023-01-18,2022-12-22,0,0,140,29,3,0,0,108,27
2023-01-30,2023-01-17,0,5,168,7,2,0,1,65,13
2023-02-05,2023-01-16,0,0,138,19,0,0,0,103,20
2023-01-16,2022-12-19,0,0,119,13,0,0,1,137,28
2023-02-02,2023-01-20,0,6,49,8,4,0,0,176,13
2023-01-26,2023-01-12,0,5,144,28,3,0,0,98,14
2023-02-01,2023-01-11,1,6,138,2,0,0,1,246,21
2023-02-06,2023-02-04,0,1,7,27,2,0,1,84,2
2023-02-05,2023-01-12,1,0,58,13,14,0,1,126,24
2023-02-05,2023-01-10,1,4,164,5,3,1,0,975,26
2023-01-25,2023-01-01,0,2,74,16,3,0,1,387,24
2023-01-24,2023-01-20,0,7,29,16,2,0,0,224,4
2023-01-23,2022-12-30,1,0,14,27,8,0,1,122,24
2023-02-03,2023-01-15,0,7,155,39,4,0,1,222,19
2023-01-22,2022-12-28,1,6,38,15,15,0,0,187,25
2023-02-09,2023-01-24,1,2,134,16,8,0,0,431,16
2023-02-09,2023-01-18,0,7,134,19,3,0,1,208,22
2023-02-09,2023-02-04,1,4,97,32,10,1,0,854,5
2023-01-31,2023-01-09,1,0,155,39,13,0,0,138,22
2023-01-16,2023-01-13,0,2,37,13,0,0,1,490,3
2023-02-10,2023-01-14,0,8,120,31,1,1,0,441,27
2023-01-19,2022-12-25,0,5,63,28,5,0,0,90,25
2023-01-23,2022-12-24,2,2,45,27,13,0,0,401,30
2023-01-25,2022-12-28,0,8,36,10,3,1,0,459,28
2023-01-29,2023-01-04,1,6,159,16,11,0,0,241,25
2023-01-15,2022-12-27,0,1,152,33,1,0,0,87,19
2023-02-08,2023-01-23,0,7,56,13,5,0,1,203,16
2023-01-27,2023-01-06,0,9,84,8,5,0,0,501,21
2023-01-17,2023-01-15,1,8,67,17,12,1,0,433,2
2023-02-14,2023-02-13,0,2,169,5,3,0,0,442,1
2023-01-26,2023-01-17,0,4,53,30,0,1,0,873,9
2023-02-14,2023-01-18,1,3,116,31,1,0,0,229,27
2023-01-15,2023-01-12,0,9,42,7,4,0,0,666,3
2023-02-07,2023-01-20,0,9,111,27,1,0,0,649,18
2023-01-28,2023-01-10,0,2,76,22,4,0,1,387,18
2023-02-10,2023-01-15,0,7,46,27,5,0,0,219,26
2023-01-28,2023-01-14,0,3,85,18,2,0,0,214,14
2023-02-10,2023-01-14,0,3,151,21,5,0,0,239,27
2023-01-19,2023-01-18,0,4,40,34,0,1,1,992,1
2023-01-24,2023-01-11,0,0,118,5,3,0,0,174,13
2023-01-31,2023-01-07,0,4,40,11,1,1,0,810,24
2023-02-01,2023-01-15,0,4,14,19,0,1,1,841,17
2023-01-26,2023-01-12,0,2,19,35,4,0,1,468,14
2023-01-17,2023-01-08,1,5,101,19,10,0,0,63,9
2023-02-08,2023-01-25,1,1,117,37,14,0,0,87,14
2023-02-14,2023-01-29,0,6,129,23,3,0,0,217,16
2023-01-19,2023-01-06,0,9,87,38,2,0,0,564,13
2023-01-25,2022-12-30,0,4,150,10,2,1,0,800,26
2023-01-19,2022-12-27,1,7,30,40,12,0,0,203,23
2023-02-02,2023-01-22,2,8,120,10,5,1,1,570,11
2023-02-04,2023-01-26,0,8,92,17,3,1,1,553,9
2023-01-18,2023-01-06,0,3,115,20,0,0,0,209,12
2023-02-04,2023-01-14,0,8,59,14,1,1,1,429,21
2023-01-26,2023-01-20,0,3,15,39,2,0,0,249,6
2023-02-11,2023-02-08,0,3,145,29,5,0,0,229,3
2023-01-26,2023-01-09,1,4,112,24,6,1,0,922,17
2023-01-25,2023-01-21,0,0,21,20,3,0,0,121,4
2023-02-10,2023-02-04,1,2,66,15,2,0,0,496,6
2023-01-27,2023-01-19,0,7,115,31,4,0,0,268,8
2023-01-26,2023-01-04,0,0,22,39,3,0,1,124,22
2023-01-17,2022-12-18,0,1,45,37,5,0,0,96,30
2023-02-10,2023-01-20,1,0,131,21,3,0,0,125,21
2023-02-01,2023-01-19,2,6,92,31,8,0,1,170,13
2023-02-03,2023-01-29,0,5,102,33,0,0,0,98,5
2023-01-25,2022-12-29,0,8,11,19,0,1,0,562,27
2023-02-14,2023-01-30,0,3,178,31,4,0,0,210,15
2023-01-30,2023-01-23,0,7,101,25,5,0,1,273,7
2023-02-12,2023-01-30,0,2,10,14,3,0,0,459,13
2023-02-10,2023-01-21,1,4,106,17,7,1,0,895,20
2023-02-14,2023-02-07,0,7,171,7,4,0,1,249,7
2023-02-11,2023-01-21,0,5,170,24,4,0,1,80,21
2023-01-17,2023-01-13,0,5,91,17,0,0,0,51,4
2023-01-20,2022-12-22,1,8,24,22,3,1,1,512,29
2023-01-24,2023-01-18,1,4,120,22,2,1,0,878,6
2023-01-22,2022-12-30,0,0,112,6,1,0,0,131,23
2023-02-12,2023-01-18,1,7,58,9,15,0,1,249,25
2023-02-09,2023-01-24,2,8,36,28,15,1,0,497,16
2023-01-17,2022-12-31,0,9,21,35,2,0,0,585,17
2023-02-11,2023-01-28,1,6,146,17,14,0,1,229,14
2023-01-26,2022-12-28,1,1,32,25,11,0,1,91,29
2023-01-16,2022-12-21,0,4,120,30,5,1,1,848,26
2023-02-10,2023-01-29,1,4,161,36,14,1,1,997,12
2023-02-06,2023-01-23,1,8,45,33,2,1,1,528,14
2023-01-23,2023-01-07,2,9,18,3,10,0,1,589,16
2023-02-08,2023-02-01,0,0,14,39,4,0,0,103,7
2023-01-28,2023-01-25,0,6,137,18,3,0,0,182,3
2023-01-31,2023-01-29,0,0,21,26,3,0,1,135,2
2023-01-17,2022-12-26,1,0,141,12,6,0,0,164,22
2023-02-03,2023-01-09,0,0,136,34,1,0,0,145,25
2023-01-29,2023-01-01,1,6,139,7,14,0,0,202,28
2023-02-07,2023-02-04,0,2,137,19,1,0,1,428,3
2023-02-11,2023-02-08,2,7,104,6,6,0,0,202,3
2023-02-12,2023-01-18,0,3,31,29,5,0,0,230,25
2023-01-20,2023-01-05,1,0,71,14,11,0,1,106,15
2023-02-08,2023-01-26,0,7,26,26,3,0,0,275,13
2023-02-12,2023-01-27,0,4,10,4,4,1,0,879,16
2023-02-02,2023-01-29,0,3,116,8,5,0,1,230,4
2023-01-28,2023-01-27,0,7,108,13,0,0,0,259,1
2023-02-02,2023-01-31,0,8,170,17,2,1,0,542,2
2023-02-02,2023-01-26,0,1,117,14,3,0,0,97,7
2023-01-17,2022-12-27,2,8,75,17,3,1,1,459,21
2023-01-18,2023-01-16,0,9,153,32,4,0,0,611,2
2023-01-30,2023-01-15,1,1,50,18,2,0,0,90,15
2023-02-09,2023-01-15,0,6,99,5,4,0,0,176,25
2023-01-26,2023-01-22,0,7,49,16,3,0,0,200,4
2023-01-24,2022-12-29,0,8,22,38,2,1,0,594,26
2023-01-30,2023-01-15,0,6,58,32,4,0,0,228,15
2023-02-09,2023-01-20,0,3,127,18,0,0,0,222,20
2023-01-20,2023-01-13,2,8,143,34,7,1,0,419,7
2023-01-19,2023-01-11,0,6,102,12,3,0,0,238,8
2023-01-22,2023-01-06,0,6,21,34,2,0,1,169,16
2023-01-26,2022-12-29,1,9,29,11,13,0,1,663,28
2023-02-08,2023-01-24,2,0,57,37,5,0,0,177,15
2023-02-07,2023-01-31,2,2,19,20,13,0,0,430,7
2023-01-24,2023-01-03,2,6,73,39,14,0,0,230,21
2023-02-12,2023-01-21,0,5,105,39,3,0,1,71,22
2023-01-29,2023-01-09,0,9,19,14,0,0,0,672,20
2023-01-19,2023-01-16,0,7,130,15,4,0,1,236,3
2023-02-08,2023-01-31,1,3,50,27,2,0,1,225,8
2023-02-14,2023-02-02,0,2,81,36,2,0,0,417,12
2023-02-04,2023-01-16,1,3,48,26,14,0,0,209,19
2023-01-31,2023-01-03,0,7,123,19,5,0,0,260,28
2023-01-30,2023-01-17,1,1,104,23,6,0,0,99,13
2023-01-28,2023-01-02,0,6,31,5,4,0,0,237,26
2023-01-27,2023-01-15,2,5,36,40,5,0,0,81,12
2023-02-03,2023-01-22,2,5,70,4,1,0,0,86,12
2023-01-23,2023-01-14,0,3,90,5,3,0,0,225,9
2023-02-12,2023-01-31,1,6,180,37,7,0,1,201,12
2023-01-18,2023-01-01,1,6,19,34,9,0,0,160,17
2023-01-21,2023-01-12,0,8,149,15,3,1,0,411,9
2023-02-02,2023-01-31,0,1,86,5,4,0,0,95,2
2023-02-14,2023-02-04,2,5,140,32,9,0,0,66,10
2023-01-19,2023-01-16,1,8,58,3,1,1,0,546,3
2023-01-22,2022-12-23,1,6,152,35,7,0,1,245,30
2023-01-17,2023-01-14,1,7,21,31,14,0,1,245,3
2023-01-18,2023-01-10,0,0,33,12,5,0,0,111,8
2023-02-04,2023-01-16,1,3,173,16,10,0,0,248,19
2023-02-02,2023-01-12,1,0,110,25,4,0,0,176,21
2023-02-04,2023-01-21,0,8,8,23,2,1,0,410,14
2023-01-23,2022-12-31,2,8,11,20,1,1,0,598,23
2023-02-06,2023-02-03,0,0,6,28,5,0,0,174,3
2023-02-05,2023-01-27,2,0,44,22,5,0,1,129,9
2023-01-22,2023-01-03,0,4,176,1,5,1,1,884,19
2023-01-29,2023-01-02,0,6,163,4,5,0,1,249,27
2023-01-20,2023-01-11,0,9,35,29,5,0,0,614,9
2023-02-09,2023-01-10,0,8,163,29,2,1,1,586,30
2023-01-26,2023-01-19,0,2,85,19,1,0,0,382,7
2023-02-14,2023-01-30,1,3,169,1,15,0,1,206,15
2023-01-16,2023-01-07,0,7,45,32,2,0,0,280,9
2023-01-18,2023-01-08,0,5,177,4,3,0,0,59,10
2023-02-04,2023-01-10,0,2,115,40,1,0,1,449,25
2023-01-18,2022-12-21,2,8,92,30,15,1,1,579,28
2023-01-30,2023-01-03,0,3,51,32,0,0,0,241,27
2023-02-14,2023-01-15,1,9,34,14,3,0,0,532,30
2023-01-21,2023-01-20,1,7,179,27,8,0,0,279,1
2023-02-14,2023-01-18,0,5,133,14,5,0,0,71,27
2023-02-04,2023-01-08,0,3,169,12,1,0,0,234,27
2023-01-24,2023-01-14,0,7,80,7,1,0,1,227,10
2023-02-05,2023-01-29,0,1,115,39,1,0,1,90,7
2023-02-03,2023-01-18,0,6,19,30,5,0,0,206,16
2023-01-25,2022-12-27,0,0,39,1,0,0,0,104,29
2023-01-21,2023-01-12,0,4,179,34,1,1,0,832,9
2023-02-07,2023-01-18,1,3,24,25,7,0,0,201,20
2023-01-25,2022-12-29,0,9,139,19,4,0,0,633,27
2023-01-15,2022-12-24,0,0,48,35,5,0,0,128,22
