Date of Purchase,Date of Install,User Segment,Item-Purchased,Session Time,Level Reached,Prior Purchases,Purchase Type,Promo Applied,Price (₹)
22/01/2023,26/12/2022,Casual,Season Pass,02h 46m,4,2,Subscription,Yes,422
09/02/2023,07/02/2023,Casual,Coin Pack - 10000,02h 50m,11,5,One-time,Yes,375
11/02/2023,22/01/2023,Casual,Power-Up Bundle,01h 59m,22,2,One-time,Yes,205
11/02/2023,04/02/2023,Whales,Premium Weapon,00h 05m,24,12,One-time,No,246
28/01/2023,07/01/2023,Whales,Power-Up Bundle,01h 34m,3,14,One-time,No,193
27/01/2023,11/01/2023,Casual,Lifetime Membership,00h 13m,36,2,Subscription,Yes,799
13/02/2023,15/01/2023,Hardcore,Premium Weapon,00h 40m,38,2,One-time,No,293
12/02/2023,30/01/2023,Casual,Coin Pack - 1000,00h 42m,5,2,One-time,Yes,92
24/01/2023,09/01/2023,Casual,Power-Up Bundle,00h 24m,39,1,One-time,No,246
04/02/2023,10/01/2023,Hardcore,Character Skin,02h 40m,21,12,One-time,No,161
07/02/2023,13/01/2023,Casual,Coin Pack - 10000,01h 08m,9,0,One-time,No,389
02/02/2023,11/01/2023,Casual,Ultra Bundle,01h 21m,39,3,One-time,Yes,615
20/01/2023,10/01/2023,Casual,Limited-Time Offer Pack,00h 43m,38,3,One-time,No,74
15/01/2023,14/01/2023,Casual,Coin Pack - 5000,01h 48m,30,3,One-time,Yes,248
28/01/2023,27/01/2023,Casual,Character Skin,00h 48m,10,0,One-time,No,100
23/01/2023,12/01/2023,Casual,Coin Pack - 5000,00h 48m,33,2,One-time,Yes,212
22/01/2023,30/12/2022,Hardcore,Limited-Time Offer Pack,02h 25m,6,3,One-time,Yes,92
25/01/2023,13/01/2023,Casual,Lifetime Membership,00h 41m,20,0,Subscription,Yes,937
31/01/2023,25/01/2023,Hardcore,Ultra Bundle,02h 51m,11,12,One-time,No,617
17/01/2023,29/12/2022,Hardcore,Lifetime Membership,02h 56m,10,6,Subscription,No,936
02/02/2023,23/01/2023,Casual,Coin Pack - 1000,01h 02m,20,1,One-time,Yes,84
23/01/2023,03/01/2023,Casual,Power-Up Bundle,00h 42m,31,1,One-time,No,179
23/01/2023,11/01/2023,Casual,Season Pass,01h 45m,24,2,Subscription,No,499
05/02/2023,25/01/2023,Whales,Character Skin,01h 59m,1,9,One-time,Yes,178
19/01/2023,05/01/2023,Hardcore,Ultra Bundle,00h 34m,39,9,One-time,No,623
26/01/2023,15/01/2023,Casual,Season Pass,01h 17m,36,4,Subscription,Yes,425
16/01/2023,07/01/2023,Hardcore,Ultra Bundle,02h 21m,16,5,One-time,No,585
18/01/2023,01/01/2023,Casual,Character Skin,01h 29m,12,4,One-time,No,142
07/02/2023,29/01/2023,Hardcore,Limited-Time Offer Pack,00h 39m,39,12,One-time,No,49
29/01/2023,21/01/2023,Casual,Lifetime Membership,01h 20m,6,2,Subscription,No,948
27/01/2023,15/01/2023,Casual,Coin Pack - 5000,00h 14m,19,1,One-time,No,238
26/01/2023,29/12/2022,Casual,Coin Pack - 1000,01h 21m,5,3,One-time,No,84
23/01/2023,19/01/2023,Casual,Power-Up Bundle,00h 52m,27,4,One-time,No,191
16/01/2023,24/12/2022,Hardcore,Season Pass,01h 58m,14,15,Subscription,Yes,432
22/01/2023,29/12/2022,Casual,Coin Pack - 5000,02h 42m,21,1,One-time,No,214
18/01/2023,21/12/2022,Casual,Season Pass,00h 27m,21,0,Subscription,No,564
12/02/2023,17/01/2023,Casual,Premium Weapon,00h 27m,33,0,One-time,No,209
28/01/2023,07/01/2023,Casual,Premium Weapon,02h 36m,32,5,One-time,Yes,237
19/01/2023,24/12/2022,Casual,Season Pass,02h 18m,1,5,Subscription,No,589
22/01/2023,08/01/2023,Casual,Power-Up Bundle,00h 48m,5,4,One-time,No,193
04/02/2023,29/01/2023,Hardcore,Power-Up Bundle,00h 25m,27,8,One-time,No,200
13/02/2023,29/01/2023,Casual,Coin Pack - 10000,01h 53m,18,5,One-time,Yes,364
16/01/2023,01/01/2023,Casual,Coin Pack - 1000,01h 23m,19,5,One-time,Yes,85
03/02/2023,30/01/2023,Casual,Lifetime Membership,01h 57m,39,4,Subscription,No,974
26/01/2023,22/01/2023,Casual,Premium Weapon,01h 52m,8,1,One-time,No,260
13/02/2023,12/02/2023,Whales,Ultra Bundle,00h 09m,14,1,One-time,No,694
07/02/2023,02/02/2023,Casual,Ultra Bundle,01h 51m,5,4,One-time,No,525
28/01/2023,07/01/2023,Casual,Power-Up Bundle,00h 26m,40,4,One-time,Yes,162
02/02/2023,06/01/2023,Casual,Character Skin,02h 25m,13,2,One-time,No,119
10/02/2023,16/01/2023,Casual,Coin Pack - 1000,01h 35m,13,3,One-time,No,99
24/01/2023,04/01/2023,Casual,Season Pass,00h 05m,9,4,Subscription,No,518
28/01/2023,06/01/2023,Casual,Season Pass,00h 30m,5,5,Subscription,Yes,559
21/01/2023,10/01/2023,Hardcore,Coin Pack - 5000,02h 05m,22,4,One-time,Yes,208
17/01/2023,27/12/2022,Casual,Coin Pack - 5000,01h 07m,26,3,One-time,No,227
07/02/2023,16/01/2023,Casual,Coin Pack - 1000,01h 42m,35,0,One-time,No,86
09/02/2023,03/02/2023,Casual,Power-Up Bundle,00h 54m,16,5,One-time,No,244
28/01/2023,13/01/2023,Casual,Coin Pack - 10000,00h 16m,25,5,One-time,No,430
24/01/2023,06/01/2023,Casual,Coin Pack - 10000,02h 30m,6,1,One-time,No,363
11/02/2023,18/01/2023,Whales,Coin Pack - 10000,02h 58m,26,8,One-time,No,472
27/01/2023,06/01/2023,Whales,Character Skin,02h 13m,33,8,One-time,No,178
06/02/2023,21/01/2023,Casual,Coin Pack - 1000,00h 49m,32,1,One-time,No,88
16/01/2023,21/12/2022,Hardcore,Coin Pack - 1000,02h 29m,33,14,One-time,Yes,97
31/01/2023,30/01/2023,Casual,Limited-Time Offer Pack,00h 19m,12,4,One-time,No,94
19/01/2023,06/01/2023,Hardcore,Character Skin,02h 47m,15,13,One-time,No,127
12/02/2023,26/01/2023,Casual,Season Pass,01h 13m,16,2,Subscription,No,557
15/01/2023,16/12/2022,Whales,Premium Weapon,01h 08m,4,6,One-time,No,257
17/01/2023,31/12/2022,Whales,Premium Weapon,00h 34m,16,4,One-time,No,216
21/01/2023,17/01/2023,Casual,Season Pass,01h 29m,13,3,Subscription,No,472
18/01/2023,21/12/2022,Casual,Character Skin,01h 12m,19,3,One-time,No,192
16/01/2023,21/12/2022,Casual,Lifetime Membership,01h 04m,13,4,Subscription,Yes,968
03/02/2023,10/01/2023,Hardcore,Ultra Bundle,01h 29m,31,2,One-time,No,503
01/02/2023,05/01/2023,Hardcore,Coin Pack - 5000,02h 45m,14,8,One-time,No,249
11/02/2023,18/01/2023,Casual,Lifetime Membership,02h 23m,5,1,Subscription,No,970
23/01/2023,19/01/2023,Hardcore,Ultra Bundle,01h 08m,1,14,One-time,Yes,631
31/01/2023,11/01/2023,Casual,Season Pass,01h 59m,8,2,Subscription,No,559
20/01/2023,14/01/2023,Whales,Premium Weapon,01h 51m,25,8,One-time,Yes,286
09/02/2023,20/01/2023,Casual,Coin Pack - 10000,03h 00m,11,5,One-time,No,464
30/01/2023,12/01/2023,Casual,Coin Pack - 5000,00h 37m,12,5,One-time,No,215
28/01/2023,03/01/2023,Casual,Character Skin,01h 52m,40,0,One-time,No,149
04/02/2023,05/01/2023,Hardcore,Power-Up Bundle,00h 34m,24,12,One-time,No,195
26/01/2023,21/01/2023,Casual,Character Skin,02h 54m,11,1,One-time,No,116
08/02/2023,01/02/2023,Casual,Season Pass,02h 41m,20,3,Subscription,Yes,433
13/02/2023,27/01/2023,Casual,Coin Pack - 5000,01h 25m,29,5,One-time,Yes,202
10/02/2023,04/02/2023,Casual,Premium Weapon,00h 22m,31,0,One-time,No,251
16/01/2023,11/01/2023,Casual,Coin Pack - 10000,00h 07m,20,3,One-time,No,407
15/01/2023,31/12/2022,Hardcore,Coin Pack - 1000,01h 17m,6,10,One-time,Yes,79
23/01/2023,05/01/2023,Casual,Premium Weapon,01h 19m,18,1,One-time,No,239
24/01/2023,27/12/2022,Hardcore,Premium Weapon,01h 51m,24,12,One-time,No,237
17/01/2023,05/01/2023,Casual,Lifetime Membership,02h 02m,10,1,Subscription,Yes,989
16/01/2023,18/12/2022,Hardcore,Limited-Time Offer Pack,02h 18m,7,12,One-time,No,51
23/01/2023,16/01/2023,Hardcore,Character Skin,00h 46m,25,9,One-time,No,167
26/01/2023,30/12/2022,Hardcore,Premium Weapon,01h 05m,27,5,One-time,No,219
03/02/2023,02/02/2023,Hardcore,Ultra Bundle,00h 11m,23,0,One-time,No,657
25/01/2023,11/01/2023,Casual,Premium Weapon,01h 36m,10,2,One-time,No,216
11/02/2023,08/02/2023,Casual,Premium Weapon,02h 36m,1,3,One-time,No,217
13/02/2023,17/01/2023,Casual,Character Skin,01h 23m,35,1,One-time,No,187
21/01/2023,20/01/2023,Casual,Coin Pack - 5000,02h 33m,28,3,One-time,No,230
14/02/2023,01/02/2023,Hardcore,Premium Weapon,01h 36m,18,15,One-time,Yes,284
22/01/2023,11/01/2023,Casual,Season Pass,01h 09m,27,0,Subscription,No,430
17/01/2023,07/01/2023,Hardcore,Character Skin,02h 40m,37,12,One-time,No,100
31/01/2023,25/01/2023,Casual,Power-Up Bundle,00h 37m,8,5,One-time,No,159
21/01/2023,28/12/2022,Hardcore,Coin Pack - 10000,02h 09m,8,3,One-time,No,441
24/01/2023,03/01/2023,Hardcore,Limited-Time Offer Pack,00h 22m,7,7,One-time,No,88
21/01/2023,11/01/2023,Hardcore,Coin Pack - 5000,01h 11m,38,2,One-time,No,221
19/01/2023,04/01/2023,Casual,Lifetime Membership,02h 48m,29,1,Subscription,No,939
14/02/2023,16/01/2023,Casual,Coin Pack - 5000,02h 41m,27,2,One-time,Yes,201
20/01/2023,27/12/2022,Casual,Coin Pack - 5000,01h 08m,21,4,One-time,Yes,229
24/01/2023,03/01/2023,Casual,Coin Pack - 5000,01h 55m,20,3,One-time,No,203
11/02/2023,21/01/2023,Hardcore,Lifetime Membership,02h 47m,30,12,Subscription,No,983
04/02/2023,06/01/2023,Casual,Lifetime Membership,01h 54m,12,1,Subscription,Yes,967
18/01/2023,06/01/2023,Casual,Character Skin,00h 42m,11,0,One-time,No,110
25/01/2023,18/01/2023,Casual,Limited-Time Offer Pack,00h 42m,2,0,One-time,No,85
19/01/2023,29/12/2022,Casual,Limited-Time Offer Pack,01h 31m,29,3,One-time,No,61
15/01/2023,23/12/2022,Hardcore,Coin Pack - 10000,02h 28m,6,8,One-time,Yes,451
25/01/2023,28/12/2022,Casual,Limited-Time Offer Pack,00h 13m,32,2,One-time,No,98
27/01/2023,02/01/2023,Casual,Character Skin,02h 33m,29,1,One-time,No,112
08/02/2023,12/01/2023,Casual,Power-Up Bundle,00h 06m,15,3,One-time,No,242
16/01/2023,06/01/2023,Casual,Coin Pack - 1000,01h 52m,13,5,One-time,No,90
28/01/2023,25/01/2023,Casual,Lifetime Membership,00h 29m,36,3,Subscription,No,985
21/01/2023,01/01/2023,Hardcore,Character Skin,00h 18m,29,8,One-time,No,103
06/02/2023,13/01/2023,Hardcore,Character Skin,00h 57m,30,14,One-time,No,147
01/02/2023,16/01/2023,Hardcore,Limited-Time Offer Pack,01h 52m,8,10,One-time,Yes,97
20/01/2023,17/01/2023,Casual,Limited-Time Offer Pack,00h 37m,35,1,One-time,No,94
28/01/2023,21/01/2023,Casual,Ultra Bundle,02h 02m,23,3,One-time,Yes,624
19/01/2023,01/01/2023,Casual,Premium Weapon,01h 01m,10,5,One-time,No,242
03/02/2023,30/01/2023,Casual,Coin Pack - 1000,01h 52m,13,5,One-time,No,91
31/01/2023,23/01/2023,Hardcore,Season Pass,02h 07m,5,6,Subscription,No,549
25/01/2023,17/01/2023,Casual,Power-Up Bundle,01h 16m,29,5,One-time,No,150
15/01/2023,02/01/2023,Whales,Limited-Time Offer Pack,01h 29m,10,14,One-time,Yes,78
17/01/2023,30/12/2022,Casual,Power-Up Bundle,02h 01m,1,2,One-time,No,153
12/02/2023,26/01/2023,Casual,Coin Pack - 5000,01h 50m,23,5,One-time,No,207
17/01/2023,31/12/2022,Casual,Coin Pack - 5000,01h 09m,6,4,One-time,Yes,215
13/02/2023,25/01/2023,Hardcore,Limited-Time Offer Pack,02h 18m,12,0,One-time,No,72
11/02/2023,29/01/2023,Casual,Premium Weapon,02h 44m,31,5,One-time,Yes,214
25/01/2023,26/12/2022,Casual,Limited-Time Offer Pack,01h 44m,16,1,One-time,No,84
28/01/2023,24/01/2023,Casual,Season Pass,02h 29m,11,1,Subscription,No,590
13/02/2023,11/02/2023,Casual,Ultra Bundle,02h 21m,3,1,One-time,No,580
01/02/2023,10/01/2023,Casual,Coin Pack - 1000,01h 42m,32,3,One-time,No,88
31/01/2023,30/01/2023,Casual,Season Pass,00h 14m,2,5,Subscription,No,496
06/02/2023,18/01/2023,Casual,Power-Up Bundle,02h 00m,27,3,One-time,No,149
29/01/2023,24/01/2023,Whales,Ultra Bundle,01h 56m,5,15,One-time,No,635
27/01/2023,31/12/2022,Casual,Limited-Time Offer Pack,02h 05m,38,3,One-time,No,73
01/02/2023,27/01/2023,Whales,Season Pass,02h 47m,38,11,Subscription,No,498
30/01/2023,26/01/2023,Casual,Ultra Bundle,01h 59m,21,2,One-time,No,609
25/01/2023,20/01/2023,Hardcore,Season Pass,01h 31m,11,2,Subscription,No,425
09/02/2023,23/01/2023,Casual,Coin Pack - 5000,00h 23m,1,5,One-time,No,213
09/02/2023,17/01/2023,Casual,Premium Weapon,02h 14m,29,4,One-time,No,280
27/01/2023,03/01/2023,Whales,Coin Pack - 10000,00h 26m,27,1,One-time,Yes,357
23/01/2023,20/01/2023,Hardcore,Coin Pack - 5000,02h 27m,1,11,One-time,No,208
05/02/2023,30/01/2023,Casual,Coin Pack - 10000,00h 52m,39,5,One-time,Yes,468
14/02/2023,06/02/2023,Casual,Coin Pack - 1000,01h 31m,13,1,One-time,Yes,92
09/02/2023,13/01/2023,Casual,Coin Pack - 10000,01h 42m,26,0,One-time,No,452
08/02/2023,21/01/2023,Casual,Lifetime Membership,00h 09m,17,2,Subscription,Yes,806
12/02/2023,15/01/2023,Casual,Limited-Time Offer Pack,01h 16m,12,1,One-time,Yes,49
22/01/2023,31/12/2022,Casual,Limited-Time Offer Pack,00h 58m,33,0,One-time,Yes,62
14/02/2023,29/01/2023,Casual,Power-Up Bundle,02h 49m,37,4,One-time,No,228
11/02/2023,08/02/2023,Hardcore,Limited-Time Offer Pack,00h 56m,25,11,One-time,No,75
04/02/2023,10/01/2023,Casual,Premium Weapon,01h 19m,16,0,One-time,No,221
28/01/2023,23/01/2023,Casual,Coin Pack - 10000,02h 55m,14,3,One-time,Yes,405
03/02/2023,08/01/2023,Hardcore,Character Skin,01h 17m,36,4,One-time,No,129
08/02/2023,06/02/2023,Casual,Lifetime Membership,01h 15m,9,1,Subscription,Yes,906
20/01/2023,25/12/2022,Casual,Coin Pack - 1000,01h 57m,12,4,One-time,Yes,87
05/02/2023,24/01/2023,Hardcore,Season Pass,01h 11m,18,14,Subscription,No,577
16/01/2023,12/01/2023,Hardcore,Lifetime Membership,01h 11m,9,12,Subscription,No,879
02/02/2023,10/01/2023,Casual,Ultra Bundle,01h 32m,6,0,One-time,No,672
28/01/2023,04/01/2023,Casual,Character Skin,01h 33m,14,4,One-time,Yes,107
18/01/2023,16/01/2023,Casual,Character Skin,01h 43m,37,5,One-time,No,170
05/02/2023,25/01/2023,Casual,Coin Pack - 5000,00h 43m,9,4,One-time,Yes,200
03/02/2023,18/01/2023,Casual,Coin Pack - 5000,00h 28m,22,0,One-time,Yes,248
10/02/2023,28/01/2023,Hardcore,Limited-Time Offer Pack,00h 54m,15,13,One-time,No,83
17/01/2023,04/01/2023,Whales,Character Skin,01h 46m,3,1,One-time,Yes,144
29/01/2023,04/01/2023,Casual,Coin Pack - 5000,00h 16m,37,4,One-time,No,232
14/02/2023,23/01/2023,Hardcore,Premium Weapon,02h 56m,15,5,One-time,Yes,255
08/02/2023,31/01/2023,Casual,Coin Pack - 10000,01h 08m,20,2,One-time,No,467
15/01/2023,20/12/2022,Casual,Lifetime Membership,01h 56m,8,5,Subscription,No,825
19/01/2023,02/01/2023,Hardcore,Coin Pack - 5000,03h 00m,24,0,One-time,No,200
15/01/2023,06/01/2023,Casual,Power-Up Bundle,00h 44m,22,3,One-time,Yes,209
28/01/2023,04/01/2023,Whales,Coin Pack - 1000,02h 48m,29,13,One-time,Yes,85
16/01/2023,01/01/2023,Hardcore,Coin Pack - 10000,02h 54m,26,3,One-time,Yes,446
09/02/2023,02/02/2023,Whales,Power-Up Bundle,02h 09m,17,4,One-time,No,162
08/02/2023,31/01/2023,Whales,Coin Pack - 5000,00h 30m,16,5,One-time,No,213
04/02/2023,16/01/2023,Casual,Premium Weapon,00h 44m,31,5,One-time,No,262
23/01/2023,10/01/2023,Whales,Ultra Bundle,00h 08m,11,10,One-time,No,614
11/02/2023,02/02/2023,Whales,Coin Pack - 1000,02h 31m,33,13,One-time,No,85
08/02/2023,31/01/2023,Casual,Season Pass,02h 23m,19,4,Subscription,No,507
09/02/2023,21/01/2023,Casual,Limited-Time Offer Pack,00h 52m,32,2,One-time,No,72
01/02/2023,20/01/2023,Casual,Premium Weapon,00h 31m,22,2,One-time,Yes,237
29/01/2023,19/01/2023,Casual,Coin Pack - 10000,00h 44m,39,3,One-time,No,419
02/02/2023,06/01/2023,Casual,Power-Up Bundle,02h 00m,27,1,One-time,Yes,211
31/01/2023,15/01/2023,Casual,Coin Pack - 1000,00h 33m,4,0,One-time,No,87
14/02/2023,07/02/2023,Hardcore,Coin Pack - 1000,00h 21m,40,12,One-time,Yes,95
11/02/2023,29/01/2023,Casual,Premium Weapon,02h 08m,33,2,One-time,No,286
10/02/2023,20/01/2023,Hardcore,Coin Pack - 1000,02h 14m,9,3,One-time,Yes,93
07/02/2023,06/02/2023,Casual,Coin Pack - 1000,01h 36m,37,5,One-time,Yes,79
14/02/2023,11/02/2023,Casual,Coin Pack - 10000,01h 29m,32,0,One-time,No,388
16/01/2023,04/01/2023,Whales,Character Skin,01h 26m,34,8,One-time,No,109
08/02/2023,27/01/2023,Casual,Coin Pack - 5000,01h 57m,13,3,One-time,Yes,203
22/01/2023,08/01/2023,Casual,Limited-Time Offer Pack,00h 37m,8,2,One-time,No,89
16/01/2023,09/01/2023,Casual,Character Skin,01h 34m,21,2,One-time,No,99
28/01/2023,01/01/2023,Casual,Season Pass,01h 41m,22,3,Subscription,Yes,574
08/02/2023,11/01/2023,Hardcore,Lifetime Membership,01h 35m,12,5,Subscription,No,916
09/02/2023,18/01/2023,Casual,Coin Pack - 10000,01h 17m,33,4,One-time,No,486
06/02/2023,31/01/2023,Casual,Power-Up Bundle,00h 28m,32,2,One-time,No,233
25/01/2023,24/01/2023,Casual,Coin Pack - 5000,01h 59m,14,1,One-time,No,237
10/02/2023,22/01/2023,Casual,Character Skin,00h 42m,34,0,One-time,No,147
30/01/2023,23/01/2023,Whales,Coin Pack - 5000,02h 04m,38,11,One-time,Yes,224
18/01/2023,21/12/2022,Casual,Lifetime Membership,02h 31m,29,4,Subscription,Yes,824
22/01/2023,10/01/2023,Casual,Character Skin,00h 31m,23,1,One-time,No,129
05/02/2023,25/01/2023,Casual,Coin Pack - 1000,02h 30m,40,5,One-time,No,83
27/01/2023,13/01/2023,Casual,Lifetime Membership,01h 09m,2,4,Subscription,No,850
07/02/2023,14/01/2023,Casual,Coin Pack - 10000,02h 23m,19,4,One-time,Yes,419
17/01/2023,06/01/2023,Casual,Lifetime Membership,02h 25m,7,2,Subscription,No,864
28/01/2023,24/01/2023,Casual,Coin Pack - 10000,01h 40m,37,5,One-time,Yes,445
25/01/2023,03/01/2023,Hardcore,Premium Weapon,01h 53m,32,8,One-time,No,289
23/01/2023,01/01/2023,Casual,Coin Pack - 1000,01h 57m,16,1,One-time,No,89
19/01/2023,15/01/2023,Casual,Coin Pack - 1000,01h 17m,38,1,One-time,Yes,91
31/01/2023,01/01/2023,Casual,Power-Up Bundle,02h 23m,20,4,One-time,No,238
16/01/2023,27/12/2022,Casual,Coin Pack - 10000,02h 01m,24,3,One-time,No,435
19/01/2023,18/01/2023,Casual,Season Pass,02h 47m,22,4,Subscription,No,483
12/02/2023,02/02/2023,Hardcore,Premium Weapon,01h 13m,26,12,One-time,No,266
09/02/2023,13/01/2023,Casual,Power-Up Bundle,01h 15m,7,0,One-time,No,213
21/01/2023,18/01/2023,Casual,Ultra Bundle,02h 38m,21,2,One-time,Yes,522
10/02/2023,20/01/2023,Hardcore,Character Skin,00h 55m,17,2,One-time,No,171
27/01/2023,26/01/2023,Casual,Character Skin,02h 40m,21,0,One-time,Yes,162
21/01/2023,28/12/2022,Casual,Coin Pack - 5000,00h 50m,34,4,One-time,Yes,226
05/02/2023,09/01/2023,Casual,Lifetime Membership,01h 04m,12,5,Subscription,Yes,927
23/01/2023,31/12/2022,Casual,Ultra Bundle,00h 13m,8,0,One-time,No,646
12/02/2023,24/01/2023,Casual,Character Skin,03h 00m,37,0,One-time,No,150
08/02/2023,28/01/2023,Casual,Season Pass,02h 17m,7,1,Subscription,Yes,494
23/01/2023,15/01/2023,Casual,Ultra Bundle,01h 28m,8,0,One-time,Yes,587
22/01/2023,21/01/2023,Casual,Limited-Time Offer Pack,01h 38m,28,1,One-time,Yes,58
17/01/2023,19/12/2022,Casual,Character Skin,01h 36m,39,5,One-time,No,143
18/01/2023,21/12/2022,Hardcore,Character Skin,02h 11m,13,6,One-time,No,193
12/02/2023,08/02/2023,Whales,Power-Up Bundle,00h 38m,4,14,One-time,No,160
10/02/2023,28/01/2023,Casual,Lifetime Membership,00h 29m,33,1,Subscription,No,965
27/01/2023,25/01/2023,Hardcore,Coin Pack - 10000,00h 52m,34,6,One-time,No,449
16/01/2023,07/01/2023,Hardcore,Power-Up Bundle,02h 32m,21,1,One-time,No,200
29/01/2023,12/01/2023,Casual,Coin Pack - 10000,00h 54m,16,3,One-time,Yes,358
18/01/2023,16/01/2023,Casual,Season Pass,01h 47m,39,1,Subscription,No,539
26/01/2023,12/01/2023,Hardcore,Season Pass,01h 19m,25,1,Subscription,No,540
20/01/2023,26/12/2022,Hardcore,Premium Weapon,01h 49m,15,7,One-time,No,252
24/01/2023,16/01/2023,Casual,Ultra Bundle,01h 33m,4,2,One-time,Yes,509
16/01/2023,03/01/2023,Whales,Lifetime Membership,02h 07m,38,3,Subscription,No,845
20/01/2023,11/01/2023,Casual,Coin Pack - 1000,01h 03m,35,1,One-time,No,93
22/01/2023,01/01/2023,Casual,Limited-Time Offer Pack,02h 30m,39,0,One-time,Yes,93
23/01/2023,09/01/2023,Casual,Character Skin,01h 53m,29,0,One-time,Yes,144
11/02/2023,17/01/2023,Hardcore,Coin Pack - 10000,01h 55m,10,2,One-time,Yes,497
26/01/2023,02/01/2023,Casual,Coin Pack - 1000,01h 38m,8,1,One-time,No,94
01/02/2023,24/01/2023,Casual,Ultra Bundle,00h 57m,10,4,One-time,No,516
30/01/2023,31/12/2022,Hardcore,Premium Weapon,02h 05m,35,9,One-time,Yes,284
10/02/2023,06/02/2023,Hardcore,Premium Weapon,01h 57m,27,6,One-time,Yes,278
05/02/2023,21/01/2023,Casual,Power-Up Bundle,00h 47m,22,4,One-time,No,228
29/01/2023,26/01/2023,Hardcore,Coin Pack - 1000,00h 11m,27,7,One-time,No,99
29/01/2023,19/01/2023,Hardcore,Premium Weapon,02h 20m,6,12,One-time,No,212
18/01/2023,01/01/2023,Casual,Premium Weapon,02h 42m,37,2,One-time,No,217
06/02/2023,25/01/2023,Hardcore,Coin Pack - 1000,02h 46m,18,2,One-time,No,85
08/02/2023,11/01/2023,Casual,Coin Pack - 10000,00h 13m,11,4,One-time,No,422
13/02/2023,30/01/2023,Whales,Power-Up Bundle,01h 53m,35,11,One-time,No,156
14/02/2023,08/02/2023,Casual,Coin Pack - 10000,01h 50m,18,5,One-time,Yes,383
16/01/2023,19/12/2022,Hardcore,Coin Pack - 10000,00h 41m,38,9,One-time,No,370
09/02/2023,25/01/2023,Casual,Coin Pack - 1000,02h 27m,31,2,One-time,Yes,83
27/01/2023,12/01/2023,Casual,Premium Weapon,00h 55m,7,3,One-time,No,224
04/02/2023,07/01/2023,Casual,Coin Pack - 5000,02h 00m,28,4,One-time,No,221
05/02/2023,29/01/2023,Casual,Coin Pack - 5000,01h 21m,21,4,One-time,No,241
06/02/2023,28/01/2023,Casual,Season Pass,02h 19m,8,1,Subscription,Yes,446
15/01/2023,24/12/2022,Casual,Character Skin,01h 16m,28,1,One-time,Yes,116
10/02/2023,12/01/2023,Casual,Season Pass,02h 22m,19,1,Subscription,No,505
11/02/2023,28/01/2023,Casual,Coin Pack - 10000,00h 44m,27,4,One-time,No,482
06/02/2023,16/01/2023,Casual,Ultra Bundle,00h 12m,4,1,One-time,Yes,680
02/02/2023,07/01/2023,Hardcore,Lifetime Membership,00h 53m,6,0,Subscription,Yes,902
07/02/2023,25/01/2023,Casual,Coin Pack - 5000,02h 59m,18,4,One-time,No,239
05/02/2023,21/01/2023,Casual,Limited-Time Offer Pack,02h 13m,13,5,One-time,No,84
25/01/2023,09/01/2023,Casual,Character Skin,02h 28m,7,3,One-time,No,120
16/01/2023,05/01/2023,Hardcore,Season Pass,01h 53m,28,3,Subscription,No,553
16/01/2023,30/12/2022,Casual,Premium Weapon,01h 38m,23,5,One-time,Yes,257
11/02/2023,30/01/2023,Casual,Power-Up Bundle,02h 59m,24,1,One-time,No,149
19/01/2023,27/12/2022,Hardcore,Season Pass,01h 09m,18,12,Subscription,No,543
26/01/2023,14/01/2023,Hardcore,Season Pass,01h 49m,22,13,Subscription,Yes,498
31/01/2023,25/01/2023,Casual,Ultra Bundle,02h 15m,6,5,One-time,No,676
24/01/2023,04/01/2023,Casual,Premium Weapon,00h 35m,1,2,One-time,No,246
03/02/2023,28/01/2023,Casual,Coin Pack - 10000,00h 21m,18,3,One-time,No,401
15/01/2023,23/12/2022,Casual,Ultra Bundle,01h 25m,10,0,One-time,No,529
10/02/2023,27/01/2023,Casual,Coin Pack - 10000,01h 38m,39,3,One-time,No,448
07/02/2023,12/01/2023,Casual,Character Skin,00h 19m,19,2,One-time,Yes,127
06/02/2023,24/01/2023,Hardcore,Coin Pack - 1000,00h 34m,36,7,One-time,No,91
08/02/2023,18/01/2023,Casual,Coin Pack - 10000,00h 43m,15,1,One-time,No,485
03/02/2023,30/01/2023,Casual,Lifetime Membership,01h 57m,18,0,Subscription,No,952
17/01/2023,22/12/2022,Casual,Lifetime Membership,02h 46m,26,1,Subscription,No,963
19/01/2023,07/01/2023,Hardcore,Coin Pack - 10000,00h 48m,35,1,One-time,Yes,383
10/02/2023,15/01/2023,Casual,Ultra Bundle,02h 18m,6,3,One-time,No,689
20/01/2023,17/01/2023,Casual,Lifetime Membership,02h 08m,33,4,Subscription,No,956
11/02/2023,13/01/2023,Hardcore,Coin Pack - 5000,00h 36m,13,8,One-time,No,226
29/01/2023,13/01/2023,Casual,Premium Weapon,02h 16m,37,5,One-time,No,265
29/01/2023,21/01/2023,Casual,Coin Pack - 5000,00h 41m,26,1,One-time,Yes,236
19/01/2023,20/12/2022,Hardcore,Season Pass,02h 29m,7,15,Subscription,Yes,548
